id,first_name,last_name,email,gender,part_time_job,weekly_self_study_hours,career_aspiration,interest_areas,skills,education_level,experience,career_goals
839,Andrew,Rodriguez,andrew.rodriguez.839@gslingacademy.com,male,True,0,Machine Learning Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
840,Melanie,Carter,melanie.carter.840@gslingacademy.com,female,False,3,Security Tester,Software Testing_QA,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
841,Randy,Lopez,randy.lopez.841@gslingacademy.com,male,False,26,Frontend Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
842,David,Cole,david.cole.842@gslingacademy.com,male,False,31,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
843,Jennifer,Baxter,jennifer.baxter.843@gslingacademy.com,female,False,20,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
844,Shannon,Graham,shannon.graham.844@gslingacademy.com,female,False,9,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
845,Stephanie,Bush,stephanie.bush.845@gslingacademy.com,female,False,15,Database Designer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
846,Keith,Tanner,keith.tanner.846@gslingacademy.com,male,False,1,Robotics Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
847,Robert,Anderson,robert.anderson.847@gslingacademy.com,male,True,4,Software Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
848,Matthew,Cantu,matthew.cantu.848@gslingacademy.com,male,False,2,Business Systems Analyst,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
849,Heather,Johnson,heather.johnson.849@gslingacademy.com,female,False,32,UX Designer,User Experience Design_User Interface Design,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
850,Lee,Taylor,lee.taylor.850@gslingacademy.com,male,True,2,Software Architect,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
851,Jessica,Williams,jessica.williams.851@gslingacademy.com,female,True,2,iOS Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
852,Holly,Sanchez,holly.sanchez.852@gslingacademy.com,female,False,19,Product Manager,Business Systems Analysis_Product Management,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
853,James,Ray,james.ray.853@gslingacademy.com,male,False,12,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
854,William,Hernandez,william.hernandez.854@gslingacademy.com,male,False,5,UI Designer,User Experience Design_User Interface Design,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
855,Lisa,Brown,lisa.brown.855@gslingacademy.com,female,False,22,Database Developer,Database Management_Software Development,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
856,Kevin,York,kevin.york.856@gslingacademy.com,male,True,1,Game Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
857,Benjamin,Davis,benjamin.davis.857@gslingacademy.com,male,False,21,Backend Developer,Web Development_UI/UX Design,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
858,Sarah,Nielsen,sarah.nielsen.858@gslingacademy.com,female,True,5,Automation Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
859,Elizabeth,Parks,elizabeth.parks.859@gslingacademy.com,female,False,5,Cybersecurity Engineer,Cybersecurity_Cloud Computing,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
860,Deborah,Moore,deborah.moore.860@gslingacademy.com,female,False,8,Technical Writer,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
861,Michael,Anderson,michael.anderson.861@gslingacademy.com,male,False,25,Data Engineer,Database Management_Software Development,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
862,Brian,Adams,brian.adams.862@gslingacademy.com,male,False,34,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
863,Anthony,Silva,anthony.silva.863@gslingacademy.com,male,False,0,Mobile App Tester,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
864,Melinda,Velazquez,melinda.velazquez.864@gslingacademy.com,female,False,34,Automation Tester,Software Testing_QA,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
865,Andre,Hoffman,andre.hoffman.865@gslingacademy.com,male,False,31,FullStack Developer,Web Development_UI/UX Design,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
866,Vanessa,Coleman,vanessa.coleman.866@gslingacademy.com,female,True,1,Business Systems Analyst,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
867,Stephanie,Hernandez,stephanie.hernandez.867@gslingacademy.com,female,False,28,UI Designer,User Experience Design_User Interface Design,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
868,Timothy,David,timothy.david.868@gslingacademy.com,male,True,5,Information Security Specialist,Cybersecurity_Cloud Computing,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
869,Carol,Cortez,carol.cortez.869@gslingacademy.com,female,False,26,Software Architect,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
870,Justin,Kelly,justin.kelly.870@gslingacademy.com,male,False,21,IoT Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
871,George,King,george.king.871@gslingacademy.com,male,False,22,Mobile App Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
872,Ashley,Craig,ashley.craig.872@gslingacademy.com,female,False,30,Performance Tester,Software Testing_QA,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
873,Patricia,Sullivan,patricia.sullivan.873@gslingacademy.com,female,True,2,Product Manager,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
874,David,Jones,david.jones.874@gslingacademy.com,male,False,24,FullStack Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
875,Cody,Smith,cody.smith.875@gslingacademy.com,male,False,15,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
876,Joseph,Jackson,joseph.jackson.876@gslingacademy.com,male,False,24,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
877,Adam,Edwards,adam.edwards.877@gslingacademy.com,male,False,3,Network Security Specialist,Cybersecurity_Cloud Computing,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
878,Brian,Morales,brian.morales.878@gslingacademy.com,male,True,4,Database Developer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
879,Melissa,Fry,melissa.fry.879@gslingacademy.com,female,False,42,Machine Learning Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
880,Lori,Jacobson,lori.jacobson.880@gslingacademy.com,female,False,24,Security Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
881,Jessica,Shannon,jessica.shannon.881@gslingacademy.com,female,False,0,Frontend Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
882,Sharon,Ramirez,sharon.ramirez.882@gslingacademy.com,female,False,4,Android Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
883,Nicole,Rice,nicole.rice.883@gslingacademy.com,female,False,25,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
884,Alison,Webster,alison.webster.884@gslingacademy.com,female,True,1,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
885,Alexander,Mitchell,alexander.mitchell.885@gslingacademy.com,male,False,35,Database Designer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
886,Bryan,Grimes,bryan.grimes.886@gslingacademy.com,male,False,20,Robotics Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
887,Nicole,Mcdonald,nicole.mcdonald.887@gslingacademy.com,female,False,11,Software Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
888,Christopher,Ramirez,christopher.ramirez.888@gslingacademy.com,male,True,21,Business Systems Analyst,Business Systems Analysis_Product Management,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
889,Lawrence,Fields,lawrence.fields.889@gslingacademy.com,male,True,1,UX Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
890,Rebecca,Molina,rebecca.molina.890@gslingacademy.com,female,False,15,Software Architect,Technical Writing_Software Architecture,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
891,John,Castillo,john.castillo.891@gslingacademy.com,male,False,33,iOS Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
892,Sandra,Davis,sandra.davis.892@gslingacademy.com,female,True,4,Product Manager,Business Systems Analysis_Product Management,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
893,Andrew,Smith,andrew.smith.893@gslingacademy.com,male,False,24,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
894,Elizabeth,Smith,elizabeth.smith.894@gslingacademy.com,female,False,13,UI Designer,User Experience Design_User Interface Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
895,Scott,Schultz,scott.schultz.895@gslingacademy.com,male,True,5,Database Developer,Database Management_Software Development,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
896,Joseph,Harper,joseph.harper.896@gslingacademy.com,male,False,12,Game Developer,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
897,Ryan,Salazar,ryan.salazar.897@gslingacademy.com,male,False,8,Backend Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
898,Brenda,Davis,brenda.davis.898@gslingacademy.com,female,False,8,Automation Engineer,Robotics_Automation_IoT,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
899,Chad,Taylor,chad.taylor.899@gslingacademy.com,male,False,8,Cybersecurity Engineer,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
900,Natasha,Edwards,natasha.edwards.900@gslingacademy.com,female,True,0,Technical Writer,Technical Writing_Software Architecture,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
901,Pamela,Edwards,pamela.edwards.901@gslingacademy.com,female,False,14,Data Engineer,Database Management_Software Development,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
902,Cynthia,Richardson,cynthia.richardson.902@gslingacademy.com,female,True,3,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
903,Robert,Johnson,robert.johnson.903@gslingacademy.com,male,False,19,Mobile App Tester,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
904,Kevin,Ryan,kevin.ryan.904@gslingacademy.com,male,False,29,Automation Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
905,Eileen,Nicholson,eileen.nicholson.905@gslingacademy.com,female,True,0,FullStack Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
906,Robert,Torres,robert.torres.906@gslingacademy.com,male,False,5,Business Systems Analyst,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
907,Alicia,Beltran,alicia.beltran.907@gslingacademy.com,female,False,4,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
908,Jessica,Wong,jessica.wong.908@gslingacademy.com,female,False,1,Information Security Specialist,Cybersecurity_Cloud Computing,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
909,Ruben,Meyer,ruben.meyer.909@gslingacademy.com,male,False,12,Software Architect,Technical Writing_Software Architecture,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
910,Megan,Alexander,megan.alexander.910@gslingacademy.com,female,False,27,IoT Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
911,Jennifer,Gonzalez,jennifer.gonzalez.911@gslingacademy.com,female,False,12,Mobile App Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
912,Carl,Ferguson,carl.ferguson.912@gslingacademy.com,male,False,21,Performance Tester,Software Testing_QA,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
913,Valerie,Romero,valerie.romero.913@gslingacademy.com,female,False,15,Product Manager,Business Systems Analysis_Product Management,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
914,Laura,Romero,laura.romero.914@gslingacademy.com,female,False,26,FullStack Developer,Web Development_UI/UX Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
915,Heidi,Adams,heidi.adams.915@gslingacademy.com,female,True,3,Android Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
916,Regina,Spencer,regina.spencer.916@gslingacademy.com,female,False,31,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
917,Lee,Campbell,lee.campbell.917@gslingacademy.com,male,False,31,Network Security Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
918,Noah,Mcdaniel,noah.mcdaniel.918@gslingacademy.com,male,False,3,Database Developer,Database Management_Software Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
919,Dorothy,Mitchell,dorothy.mitchell.919@gslingacademy.com,female,False,16,Machine Learning Engineer,Robotics_Automation_IoT,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
920,Michael,Mccarthy,michael.mccarthy.920@gslingacademy.com,male,False,29,Security Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
921,Matthew,Jones,matthew.jones.921@gslingacademy.com,male,False,31,Frontend Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
922,John,Riley,john.riley.922@gslingacademy.com,male,False,46,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
923,Shelly,Dominguez,shelly.dominguez.923@gslingacademy.com,female,False,24,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
924,Ann,Evans,ann.evans.924@gslingacademy.com,female,False,2,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
925,David,Perez,david.perez.925@gslingacademy.com,male,True,2,Database Designer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
926,Nicole,Bell,nicole.bell.926@gslingacademy.com,female,False,9,Robotics Engineer,Robotics_Automation_IoT,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
927,Amanda,Garcia,amanda.garcia.927@gslingacademy.com,female,True,0,Software Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
928,Charles,Owens,charles.owens.928@gslingacademy.com,male,False,4,Business Systems Analyst,Business Systems Analysis_Product Management,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
929,Teresa,Henry,teresa.henry.929@gslingacademy.com,female,False,4,UX Designer,User Experience Design_User Interface Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
930,Luis,Frank,luis.frank.930@gslingacademy.com,male,False,34,Software Architect,Technical Writing_Software Architecture,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
931,Timothy,Booth,timothy.booth.931@gslingacademy.com,male,False,34,iOS Developer,Mobile App Development_Game Development,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
932,Michael,Moon,michael.moon.932@gslingacademy.com,male,False,32,Product Manager,Business Systems Analysis_Product Management,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
933,Rachel,Hall,rachel.hall.933@gslingacademy.com,female,True,23,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
934,Thomas,Nguyen,thomas.nguyen.934@gslingacademy.com,male,False,20,UI Designer,User Experience Design_User Interface Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
935,Tiffany,Fields,tiffany.fields.935@gslingacademy.com,female,False,5,Database Developer,Database Management_Software Development,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
936,Jessica,Marshall,jessica.marshall.936@gslingacademy.com,female,False,15,Game Developer,Mobile App Development_Game Development,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
937,Maurice,Nguyen,maurice.nguyen.937@gslingacademy.com,male,False,21,Backend Developer,Web Development_UI/UX Design,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
938,William,Kelly,william.kelly.938@gslingacademy.com,male,False,30,Automation Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
939,Harry,Hunter,harry.hunter.939@gslingacademy.com,male,False,15,Cybersecurity Engineer,Cybersecurity_Cloud Computing,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
940,Gary,Gentry,gary.gentry.940@gslingacademy.com,male,False,18,Technical Writer,Technical Writing_Software Architecture,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
941,Maria,Malone,maria.malone.941@gslingacademy.com,female,True,4,Data Engineer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
942,Jason,Vazquez,jason.vazquez.942@gslingacademy.com,male,False,24,Artificial Intelligence Engineer,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
943,Patrick,West,patrick.west.943@gslingacademy.com,male,False,15,Mobile App Tester,Mobile App Development_Game Development,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
944,Alexandra,Brown,alexandra.brown.944@gslingacademy.com,female,False,2,Automation Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
945,Jennifer,Torres,jennifer.torres.945@gslingacademy.com,female,False,14,FullStack Developer,Web Development_UI/UX Design,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
946,Daniel,Smith,daniel.smith.946@gslingacademy.com,male,False,5,Business Systems Analyst,Business Systems Analysis_Product Management,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,1 years,Data Analyst
947,Catherine,Boyle,catherine.boyle.947@gslingacademy.com,female,False,0,UI Designer,User Experience Design_User Interface Design,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Mobile Game Developer
948,Amanda,Bush,amanda.bush.948@gslingacademy.com,female,False,10,Information Security Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Bachelor's Degree,3 years,Software Tester
949,Emma,Copeland,emma.copeland.949@gslingacademy.com,female,True,2,Software Architect,Technical Writing_Software Architecture,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,5 years,Web Developer
950,Bradley,Avery,bradley.avery.950@gslingacademy.com,male,False,30,IoT Engineer,Robotics_Automation_IoT,Business Systems Analysis_Product Management Tools,Bachelor's Degree,8 years,Business Systems Analyst
951,Danielle,Martinez,danielle.martinez.951@gslingacademy.com,female,False,28,Mobile App Developer,Web Development_UI/UX Design,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,6 years,Interaction Designer
952,Anna,Wolf,anna.wolf.952@gslingacademy.com,female,False,29,Performance Tester,Software Testing_QA,Cybersecurity Tools_Cloud Platforms,Master's Degree,6 years,Penetration Tester
953,Megan,Whitaker,megan.whitaker.953@gslingacademy.com,female,False,35,Product Manager,Business Systems Analysis_Product Management,Technical Writing Tools_Software Documentation Tools,Master's Degree,5 years,Software Architect
954,Melissa,Richard,melissa.richard.954@gslingacademy.com,female,False,12,FullStack Developer,Web Development_UI/UX Design,Robotics Automation_IoT Platforms,Bachelor's Degree,4 years,AI Engineer
955,Richard,Small,richard.small.955@gslingacademy.com,male,True,32,Android Developer,Mobile App Development_Game Development,HTML_CSS_JavaScript_UI Frameworks,Master's Degree,2 years,Front-End Developer (React)
956,Victor,Phillips,victor.phillips.956@gslingacademy.com,male,False,27,Data Analyst,Data Science_Machine Learning_Artificial Intelligence,Software Testing Tools_QA Frameworks,Master's Degree,3 years,QA Lead
957,Madison,Callahan,madison.callahan.957@gslingacademy.com,female,False,25,Network Security Specialist,Cybersecurity_Cloud Computing,Business Systems Analysis_Product Management Tools,Master's Degree,7 years,Business Systems Analyst (Project Management)
958,Connor,Olson,connor.olson.958@gslingacademy.com,male,False,11,Database Developer,Database Management_Software Development,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,1 years,Freelance
959,Hunter,Allen,hunter.allen.959@gslingacademy.com,male,False,2,Machine Learning Engineer,Robotics_Automation_IoT,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,2 years,Startup
960,Shannon,Johnson,shannon.johnson.960@gslingacademy.com,female,False,24,Security Tester,Software Testing_QA,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Bachelor's Degree,0 years,Research Scientist
961,Samantha,Alexander,samantha.alexander.961@gslingacademy.com,female,False,16,Frontend Developer,Web Development_UI/UX Design,Cybersecurity Tools_Cloud Platforms,Bachelor's Degree,1 years,Security Engineer
962,Justin,Lester,justin.lester.962@gslingacademy.com,male,False,1,Android Developer,Mobile App Development_Game Development,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,3 years,Database Architect
963,Hunter,Miller,hunter.miller.963@gslingacademy.com,male,False,2,Data Scientist,Data Science_Machine Learning_Artificial Intelligence,Robotics Automation_IoT Platforms,Bachelor's Degree,5 years,Robotics Engineer
964,Shelia,Rogers,shelia.rogers.964@gslingacademy.com,female,False,35,Cybersecurity Specialist,Cybersecurity_Cloud Computing,Software Testing Tools_QA Frameworks,Associate's Degree,2 years,QA Automation Engineer
965,Laura,Walker,laura.walker.965@gslingacademy.com,female,False,5,Database Designer,Database Management_Software Development,Business Systems Analysis_Product Management Tools,Bachelor's Degree,0 years,Business Analyst
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,False,14,Robotics Engineer,Robotics_Automation_IoT,UX/UI Design Tools_Prototyping Tools,Master's Degree,4 years,UX/UI Lead
967,Beth,Bonilla,beth.bonilla.967@gslingacademy.com,female,False,26,Software Tester,Software Testing_QA,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,6 years,Technical Writer
968,Ray,Padilla,ray.padilla.968@gslingacademy.com,male,False,41,Business Systems Analyst,Business Systems Analysis_Product Management,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,3 years,Mobile App Developer
969,Jennifer,Cummings,jennifer.cummings.969@gslingacademy.com,female,False,6,UX Designer,User Experience Design_User Interface Design,Business Systems Analysis_Product Management Tools,Doctor of Law,4 years,Product Manager
970,Daniel,Peterson,daniel.peterson.970@gslingacademy.com,male,False,35,Software Architect,Technical Writing_Software Architecture,Python_R_TensorFlow_PyTorch_Machine Learning Libraries,Doctor of Medicine,7 years,Data Scientist (Healthcare)
971,Andrew,Miller,andrew.miller.971@gslingacademy.com,male,False,30,iOS Developer,Mobile App Development_Game Development,UX/UI Design Tools_Prototyping Tools,Bachelor's Degree,8 years,UI/UX Designer
972,Scott,Jacobson,scott.jacobson.972@gslingacademy.com,male,False,12,Product Manager,Business Systems Analysis_Product Management,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,8 years,Software Engineer (Backend)
973,Jennifer,Baker,jennifer.baker.973@gslingacademy.com,female,False,29,Machine Learning Engineer,Data Science_Machine Learning_Artificial Intelligence,Java_Android SDK_iOS SDK_Game Engines,Master's Degree,9 years,Game Developer
974,Suzanne,Morrow,suzanne.morrow.974@gslingacademy.com,female,True,4,UI Designer,User Experience Design_User Interface Design,HTML_CSS_JavaScript_UI Frameworks,Bachelor's Degree,3 years,Front-End Developer
975,Melissa,Gonzales,melissa.gonzales.975@gslingacademy.com,female,True,0,Database Developer,Database Management_Software Development,Robotics Automation_IoT Platforms,Bachelor's Degree,3 years,Automation Engineer
976,Erik,Miller,erik.miller.976@gslingacademy.com,male,False,17,Game Developer,Mobile App Development_Game Development,Cybersecurity Tools_Cloud Platforms,Master's Degree,4 years,Cloud Security Architect
977,Pamela,Flores,pamela.flores.977@gslingacademy.com,female,False,20,Backend Developer,Web Development_UI/UX Design,Technical Writing Tools_Software Documentation Tools,Bachelor's Degree,2 years,Software Development Engineer in Test (SDET)
978,Amanda,Hernandez,amanda.hernandez.978@gslingacademy.com,female,False,35,Automation Engineer,Robotics_Automation_IoT,SQL_NoSQL_Databases_Software Development Tools,Master's Degree,1 years,Full Stack Developer
